Measuring	O
heart	I
failure	I
care	O
by	O
30-day	O
readmission	I
:	O
Rethinking	O
the	O
quality	O
of	O
outcome	I
measures	O
.	O

The	O
Centers	O
for	O
Medicare	O
and	O
Medicaid	O
Services	O
(	O
CMS	O
)	O
has	O
operationalized	O
hospital	I
quality	O
of	O
care	O
outcomes	I
through	O
publicly	O
reported	O
30-day	O
risk-standardized	O
mortality	I
and	O
readmission	I
rates	O
and	O
associated	O
penalties	O
for	O
higher-than-expected	O
rates	O
.	O

The	O
objective	O
of	O
the	O
measure	O
is	O
to	O
motivate	O
hospitals	I
to	O
improve	O
the	O
quality	O
of	O
care	O
they	O
provide	O
patients	I
hospitalized	I
for	O
heart	I
failure	I
(	O
HF	I
)	O
and	O
other	O
conditions	I
such	O
as	O
acute	I
myocardial	I
infarction	I
,	O
pneumonia	I
,	O
with	O
expected	O
future	O
expansion	O
to	O
other	O
conditions	I
.	O

