Opsporing	O
verzocht	O
met	O
de	O
herziene	O
NHG-Standaard	B
Hartfalen	I

DE	O
KERN	O

Hartfalen	B
neemt	O
toe	O
met	O
het	O
ouder	O
worden	O
:	O
20	O
%	O
van	O
de	O
85-plussers	O
lijdt	O
eraan	O
.	O

Denk	O
hieraan	O
als	O
een	O
oudere	O
patiënt	B
lichamelijk	O
achteruit	O
gaat	O
.	O

Dagelijks	O
het	O
gewicht	O
meten	O
is	O
de	O
belangrijkste	O
pijler	O
van	O
de	O
begeleiding	O
van	O
patiënten	B
met	O
hartfalen	B
.	O

Daarnaast	O
maken	O
leefregels	O
en	O
voorlichting	O
een	O
belangrijk	O
deel	O
uit	O
van	O
de	O
begeleiding	O
bij	O
hartfalen	B
.	O

Een	O
praktijkondersteuner	O
kan	O
prima	O
een	O
hartfalenspreekuur	B
houden	O
.	O

Zorg	O
voor	O
hartfalen	B
kan	O
uiteindelijk	O
palliatieve	B
zorg	I
worden	O
.	O

In	O
de	O
nieuwe	O
NHG-Standaard	B
Hartfalen	I
is	O
er	O
meer	O
aandacht	O
voor	O
palliatieve	B
zorg	I
,	O
multidisciplinaire	B
ketenzorg	I
en	O
hartfalenzorgprogramma's	B
.	O

INLEIDING	O

In	O
mei	O
2010	O
kwam	O
de	O
herziene	O
Multidisciplinaire	B
Richtlijn	I
(	O
MDR	B
)	O
Hartfalen	B
uit	O
.	O

In	O
deze	O
richtlijn	O
is	O
er	O
meer	O
aandacht	O
voor	O
onder	O
andere	O
ketenzorg	B
.	O

Hij	O
beschrijft	O
op	O
welke	O
manier	O
alle	O
betrokken	O
disciplines	O
in	O
de	O
eerste	O
en	O
tweede	O
lijn	O
patiënten	B
met	O
hartfalen	B
van	O
begin	O
tot	O
eind	O
zouden	O
moeten	O
onderzoeken	O
en	O
behandelen	O
.	O

De	O
richtlijn	O
is	O
ook	O
voor	O
medewerkers	O
van	O
de	O
huisartsenpraktijk	B
belangrijk	O
,	O
omdat	O
hij	O
de	O
laatste	O
inzichten	O
beschrijft	O
in	O
diagnostiek	B
,	O
behandeling	O
en	O
het	O
moment	O
van	O
doorverwijzen	O
van	O
patiënten	B
met	O
hartfalen	B
.	O

Maar	O
de	O
MDR	B
is	O
157	O
pagina's	O
lang	O
en	O
beschrijft	O
ook	O
veel	O
behandelingen	O
die	O
alleen	O
je	O
collega's	O
in	O
de	O
tweede	O
of	O
zelfs	O
derde	O
lijn	O
uitvoeren	O
.	O

Om	O
te	O
zorgen	O
dat	O
de	O
huisarts	B
en	O
jij	O
patiënten	B
met	O
hartfalen	B
volgens	O
de	O
laatste	O
inzichten	O
behandelen	O
,	O
is	O
daarom	O
ook	O
de	O
NHG-Standaard	B
Hartfalen	I
herzien	O
.	O

In	O
de	O
nieuwe	O
NHG-Standaard	B
is	O
er	O
bijvoorbeeld	O
meer	O
aandacht	O
voor	O
palliatieve	B
zorg	I
,	O
multidisciplinaire	B
ketenzorg	I
en	O
hartfalenzorgprogramma's	B
.	O

Hierin	O
zijn	O
alle	O
elementen	O
uit	O
de	O
MDR	B
opgenomen	O
die	O
van	O
belang	O
zijn	O
voor	O
de	O
huisartsenpraktijk	B
.	O

In	O
dit	O
artikel	O
geven	O
we	O
een	O
overzicht	O
van	O
de	O
belangrijkste	O
richtlijnen	O
uit	O
de	O
herziene	O
NHG-Standaard	B
Hartfalen	I
.	O

Met	O
behulp	O
van	O
korte	O
casuïstiek	B
maken	O
we	O
duidelijk	O
waarbij	O
deze	O
standaard	O
invloed	O
zal	O
hebben	O
op	O
je	O
werkzaamheden	O
in	O
de	O
praktijk	O
.	O

