Physiopathologie	B
du	O
risque	O
cardio-vasculaire	B
au	O
cours	O
du	O
syndrome	B
d'	I
apnées	I
du	I
sommeil	I
(	O
SAS	B
)	O

Différents	O
mécanismes	O
physiopathologiques	B
sous	O
tendent	O
les	O
associations	O
morbides	B
entre	O
syndrome	B
d'	I
apnées	I
du	I
sommeil	I
(	O
SAS	B
)	O
et	O
pathologies	B
cardiovasculaires	B
.	O

Les	O
réponses	O
cardiovasculaires	B
aux	O
apnées	B
peuvent	O
être	O
séparées	O
en	O
modifications	O
cardiovasculaires	B
aiguës	B
suivant	O
chaque	O
événement	O
respiratoire	O
nocturne	O
et	O
en	O
adaptations	O
chroniques	B
du	O
système	B
cardiovasculaire	I
.	O

Les	O
stimuli	O
à	O
l'	O
origine	O
de	O
la	O
réponse	O
aiguë	B
cardiovasculaire	B
sont	O
toujours	O
les	O
mêmes	O
.	O

Il	O
s'	O
agit	O
de	O
l'	O
hypoxémie	B
,	O
de	O
l'	O
hypercapnie	B
,	O
des	O
modifications	O
de	O
pressions	O
intra-thoraciques	B
et	O
de	O
la	O
survenue	O
de	O
micro-éveils	O
.	O

Chaque	O
événement	O
respiratoire	O
obstructif	O
ou	O
central	O
est	O
associé	O
à	O
des	O
pics	O
de	O
pression	B
artérielle	I
,	O
à	O
des	O
modifications	O
du	O
rythme	B
cardiaque	I
essentiellement	O
une	O
bradycardie	B
de	O
début	O
d'	O
apnée	B
et	O
une	O
tachycardie	B
au	O
moment	O
de	O
la	O
reprise	O
ventilatoire	O
.	O

La	O
désaturation	O
est	O
le	O
stimulus	O
le	O
plus	O
important	O
pour	O
expliquer	O
la	O
survenue	O
de	O
ces	O
modifications	O
cardiovasculaires	B
aiguës	B
.	O

La	O
répétition	O
de	O
ces	O
stimulations	O
aiguës	B
au	O
cours	O
de	O
chaque	O
nuit	O
aboutit	O
à	O
des	O
adaptations	O
du	O
système	B
cardiovasculaire	I
avec	O
une	O
élévation	O
du	O
tonus	B
sympathique	I
et	O
une	O
baisse	O
du	O
tonus	B
parasympathique	I
en	O
situation	O
diurne	B
.	O

Il	O
existe	O
également	O
une	O
diminution	O
de	O
la	O
sensibilité	O
du	O
baroréflexe	B
chez	O
les	O
patients	B
apnéiques	B
.	O

Il	O
existe	O
enfin	O
une	O
altération	O
de	O
la	O
fonction	B
endothéliale	I
chez	O
les	O
patients	B
porteurs	O
d'	O
un	O
SAS	B
avec	O
une	O
désensibilisation	O
des	O
recepteurs	B
alpha	O
et	O
béta-2	B
adrénergiques	I
,	O
une	O
altération	O
de	O
la	O
vasodilatation	B
NO	I
dépendante	I
et	O
une	O
sensibilité	O
exagérée	O
à	O
la	O
vasoconstriction	B
induite	O
par	O
exemple	O
par	O
l'	O
angiotensine	B
2	I
.	O

La	O
morbidité	B
cardiovasculaire	B
associée	O
au	O
SAS	B
est	O
actuellement	O
admise	O
pour	O
ce	O
qui	O
concerne	O
la	O
survenue	O
d'	O
une	O
hypertension	B
artérielle	I
(	O
HTA	B
)	O
diurne	B
(	O
effet	O
dose-réponse	O
)	O
,	O
d'	O
une	O
insuffisance	B
cardiaque	I
gauche	I
,	O
d'	O
un	O
risque	O
augmenté	O
d'	O
insuffisance	B
coronarienne	I
et	O
d'	O
accident	B
vasculaire	I
cérébral	I
.	O

Très	O
récemment	O
,	O
les	O
études	O
épidémiologiques	B
suggèrent	O
que	O
la	O
prise	B
en	I
charge	I
par	O
pression	O
positive	O
continue	O
du	O
SAS	B
est	O
à	O
même	O
de	O
réduire	O
le	O
risque	O
cardiovasculaire	B
chez	O
les	O
patients	B
porteurs	O
de	O
cette	O
pathologie	B
.	O

