Seksualiteit	O
en	O
de	O
behoefte	O
aan	O
seksuele	O
hulpverlening	B
van	O
patienten	B
met	O
chronisch	B
hartfalen	I
en	O
hun	O
partners	O
.	O

Een	O
beschrijvend	O
onderzoek	O
.	O

Inleiding	O
:	O
De	O
seksualiteit	O
van	O
patiënten	B
met	O
chronisch	B
hartfalen	I
(	O
CHF	B
)	O
en	O
hun	O
partners	O
kan	O
beïnvloed	O
worden	O
door	O
zowel	O
psychologische	B
en	O
fysiologische	B
effecten	O
als	O
medicatie	B
.	O

Beiden	O
geven	O
aan	O
hieromtrent	O
vragen	O
te	O
hebben	O
,	O
waarvoor	O
zij	O
seksuele	O
hulpverlening	B
wensen	O
.	O

Doch	O
wordt	O
door	O
hulpverleners	B
hierover	O
weinig	O
gesproken	O
.	O

Doel	O
:	O
Het	O
doel	O
omvatte	O
het	O
evalueren	O
van	O
de	O
seksualiteit	O
van	O
patiënten	B
met	O
CHF	B
en	O
hun	O
partners	O
,	O
evenals	O
het	O
evalueren	O
van	O
hun	O
behoefte	O
aan	O
seksuele	O
hulpverlening	B
,	O
om	O
uiteindelijk	O
aanbevelingen	O
te	O
kunnen	O
geven	O
hoe	O
seksualiteit	O
in	O
de	O
praktijk	O
te	O
bespreken	O
.	O

De	O
onderzoeksvragen	O
:	O

1	O
.	O

Hoe	O
ervaren	O
patiënten	B
met	O
CHF	B
,	O
behandeld	O
in	O
een	O
ziekenhuis	B
in	O
een	O
Belgische	O
stad	O
,	O
en	O
hun	O
partners	O
hun	O
seksualiteit	O
?	O

2	O
.	O

Welke	O
behoefte	O
aan	O
seksuele	O
hulpverlening	B
hebben	O
patiënten	B
met	O
CHF	B
,	O
behandeld	O
in	O
een	O
ziekenhuis	B
in	O
een	O
Belgische	O
stad	O
,	O
en	O
hun	O
partners	O
?	O

Methode	O
:	O
Kwantitatief	O
,	O
beschrijvend	O
en	O
explorerend	O
.	O

Een	O
gelegenheidssteekproef	B
is	O
genomen	O
in	O
drie	O
ziekenhuizen	B
in	O
een	O
Belgische	O
stad	O
:	O
21	O
patiënten	B
en	O
13	O
partners	O
.	O

Data	O
is	O
verzameld	O
middels	O
de	O
Behoefte	O
Seksuele	O
Voorlichting	O
Schaal-CHF	B
(	O
BSVS-CHF	B
)	O
en	O
de	O
Sexual	O
Adjustment	O
Scale	O
.	O

Resultaten	O
:	O
De	O
seksuele	O
functie	O
van	O
zowel	O
patiënten	B
als	O
partners	O
was	O
verminderd	O
.	O

Op	O
relationeel	O
vlak	O
waren	O
er	O
weinig	O
problemen	O
.	O

Betreffende	O
de	O
seksuele	O
hulpverlening	B
scoorden	O
zowel	O
patiënten	B
als	O
partners	O
de	O
meeste	O
items	O
van	O
de	O
BSVS-CHF	B
als	O
belangrijk	O
.	O

Conclusie	O
:	O
Geconcludeerd	O
kan	O
worden	O
dat	O
zowel	O
patiënten	B
met	O
CHF	B
alsook	O
partners	O
een	O
verminderde	O
seksuele	O
functie	O
ervaren	O
.	O

De	O
relatie	O
bleek	O
daarentegen	O
een	O
stabiele	O
factor	O
.	O

De	O
grootste	O
groep	O
patiënten	B
en	O
partners	O
bleek	O
behoefte	O
te	O
hebben	O
aan	O
seksuele	O
hulpverlening	B
.	O

Het	O
domein	O
'	O
Inhoud	O
'	O
van	O
de	O
BSVS-CHF	B
bleek	O
hiervan	O
een	O
goede	O
weergave	O
te	O
zijn	O
.	O

Aanbevelingen	O
:	O
In	O
vervolgonderzoek	O
dient	O
de	O
BSVS-CHF	B
gevalideerd	O
en	O
uitgebreid	O
te	O
worden	O
met	O
het	O
psychologische	B
aspect	O
.	O

Tot	O
slot	O
dienen	O
hulpverleners	B
initiatief	O
te	O
nemen	O
in	O
de	O
praktijk	O
van	O
seksuele	O
hulpverlening	B
aan	O
patiënten	B
met	O
CHF	B
en	O
partners	O
.	O

Sleutelwoorden	O
:	O
Chronisch	B
hartfalen	I
,	O
seksualiteit	O
,	O
seksuele	O
hulpverlening	B
,	O
partners	O
.	O

