Sport	B
équestre	I

Les	O
sports	B
équestres	I
regroupent	O
des	O
disciplines	B
équestres	I
diverses	O
et	O
variées	O
dont	O
la	O
finalité	O
première	O
n'	O
est	O
pas	O
de	O
remporter	O
une	O
course	O
,	O
à	O
la	O
différence	O
des	O
courses	O
hippiques	B
.	O

La	O
formation	B
et	O
la	O
pratique	O
aux	O
sports	B
équestres	I
se	O
déroulent	O
généralement	O
dans	O
un	O
centre	B
équestre	I
.	O

Certaines	O
disciplines	O
se	O
pratiquent	O
néanmoins	O
dans	O
la	O
nature	O
.	O

Aux	O
Jeux	B
olympiques	I
,	O
trois	O
disciplines	O
sont	O
aujourd'hui	O
représentées	O
:	O
le	O
dressage	B
,	O
le	O
concours	B
complet	I
d'	I
équitation	I
et	O
le	O
saut	B
d'	I
obstacles	I
.	O

Principaux	O
sports	B
équestres	I

Les	O
sports	B
équestres	I
parmi	O
les	O
plus	O
couramment	O
pratiqués	O
sont	O
:	O

attelage	B
:	O
discipline	O
dans	O
laquelle	O
un	O
meneur	O
conduit	O
des	O
chevaux	B
attelés	O
à	O
une	O
voiture	O
,	O
cette	O
dernière	O
pouvant	O
aussi	O
emmener	O
des	O
grooms	B
.	O

attelage	B
de	O
tradition	O
:	O
discipline	O
dont	O
l'	O
objectif	O
est	O
de	O
maintenir	O
l'	O
art	O
traditionnel	O
de	O
l'	O
attelage	B
et	O
la	O
sauvegarde	O
hippomobile	B
.	O

La	O
voiture	O
doit	O
faire	O
partie	O
d'	O
un	O
ancien	O
modèle	O
;	O

concours	B
complet	I
d'	I
équitation	I
(	O
CCE	B
)	O
:	O
appelée	O
aussi	O
par	O
raccourci	O
«	O
complet	B
»	O
ou	O
«	O
concours	B
complet	I
»	O
,	O
cette	O
discipline	O
se	O
pratique	O
uniquement	O
en	O
concours	B
comme	O
son	O
nom	O
l'	O
indique	O
.	O

Elle	O
regroupe	O
une	O
épreuve	B
de	I
dressage	I
,	O
de	O
cross	O
et	O
de	O
saut	B
d'	I
obstacles	I
,	O
spécifiquement	O
appelée	O
hippique	B
dans	O
le	O
cadre	O
du	O
concours	B
complet	I
;	O

doma	B
vaquera	I
:	O
équitation	B
d'	O
origine	O
andalouse	O
et	O
liée	O
à	O
la	O
garde	O
des	O
taureaux	O
de	O
combat	O
.	O

Elle	O
nécessite	O
un	O
dressage	B
fin	O
et	O
particulier	O
;	O

dressage	B
:	O
discipline	O
mère	O
de	O
toute	O
l'	O
équitation	B
car	O
elle	O
juge	O
de	O
la	O
qualité	O
de	O
la	O
communication	O
du	O
cavalier	B
avec	O
son	O
cheval	B
.	O

L'	O
apprentissage	B
de	O
l'	O
équitation	B
commence	O
toujours	O
par	O
du	O
dressage	B
;	O

endurance	B
:	O
l'	O
objectif	O
de	O
la	O
discipline	O
est	O
de	O
parcourir	O
de	O
longues	O
distances	O
avec	O
son	O
cheval	B
,	O
avec	O
ou	O
sans	O
limitation	O
de	O
vitesse	O
.	O

Depuis	O
la	O
fin	O
des	O
années	O
1970	O
,	O
ce	O
type	O
d'	O
équitation	B
a	O
connu	O
une	O
véritable	O
montée	O
en	O
puissance	O
dans	O
les	O
pays	O
européens	O
et	O
arabes	O
;	O

équitation	B
Camargue	I
:	O
née	O
du	O
travail	O
du	O
gardian	O
face	O
aux	O
taureaux	O
,	O
l'	O
équitation	B
Camargue	I
se	O
pratique	O
sur	O
des	O
chevaux	B
Camargue	I
,	O
avec	O
un	O
matériel	O
spécifique	O
et	O
des	O
épreuves	B
qui	O
font	O
appel	O
aux	O
compétences	O
de	O
dressage	B
;	O

équitation	B
islandaise	I
:	O
équitation	B
pratiqué	O
avec	O
un	O
cheval	B
islandais	I
.	O

Ce	O
dernier	O
dispose	O
en	O
plus	O
des	O
trois	O
allures	B
habituelles	O
du	O
tölt	B
et	O
de	O
l'	O
amble	B
.	O

équitation	B
Western	B
ou	O
équitation	B
américaine	O
:	O
comme	O
son	O
nom	O
l'	O
indique	O
,	O
il	O
s'	O
agit	O
de	O
l'	O
équitation	B
pratiquée	O
à	O
l'	O
origine	O
par	O
les	O
«	O
cow-boys	O
»	O
.	O

Elle	O
s'	O
est	O
maintenant	O
développée	O
sur	O
tous	O
les	O
continents	O
et	O
des	O
compétitions	O
existent	O
.	O

Des	O
disciplines	O
comme	O
le	O
reining	B
ou	O
le	O
gymkhana	B
sont	O
particulièrement	O
pratiquées	O
;	O

horse-ball	B
:	O
sport	O
collectif	O
dont	O
les	O
racines	O
nous	O
viennent	O
d'	O
un	O
ancien	O
jeu	O
équestre	B
asiatique	O
.	O

Deux	O
équipes	O
de	O
quatre	O
ou	O
six	O
cavaliers	B
s'	O
affrontent	O
et	O
doivent	O
envoyer	O
un	O
ballon	O
dans	O
le	O
but	O
adverse	O
après	O
un	O
jeu	O
de	O
passes	O
.	O

Le	O
horse-ball	B
est	O
une	O
sorte	O
de	O
basket-ball	O
adapté	O
à	O
l'	O
équitation	B
.	O

Les	O
équipes	O
s'	O
affrontent	O
sur	O
un	O
terrain	O
délimité	O
,	O
et	O
doivent	O
défendre	O
leur	O
panier	O
(	O
un	O
cerceau	O
vertical	O
placé	O
à	O
3,5	O
mètres	O
du	O
sol	O
)	O
contre	O
les	O
buts	O
de	O
l'	O
autre	O
équipe	O
.	O

Le	O
ballon	O
est	O
maintenu	O
dans	O
un	O
harnachement	O
de	O
cuir	O
comprenant	O
des	O
poignées	O
solides	O
qui	O
permettent	O
à	O
la	O
fois	O
l'	O
arrachage	O
et	O
sa	O
récupération	O
au	O
sol	O
sans	O
descendre	B
de	O
cheval	B
,	O
mais	O
en	O
se	O
penchant	O
.	O

hunter	B
:	O
pratiqué	O
couramment	O
aux	O
États-Unis	B
,	O
discipline	O
intermédiaire	O
entre	O
le	O
saut	B
d'	I
obstacles	I
et	O
le	O
dressage	B
dans	O
laquelle	O
le	O
couple	B
cavalier-cheval	I
est	O
noté	O
par	O
rapport	O
à	O
leur	O
style	O
;	O

monte	B
en	I
amazone	I
:	O
seule	O
équitation	B
où	O
le	O
cavalier	B
a	O
ses	O
deux	O
jambes	B
du	O
même	O
côté	O
du	O
cheval	B
;	O

oulak	B
:	O
sport	O
collectif	O
équestre	B
kirghiz	O
dans	O
lequel	O
une	O
chèvre	O
ou	O
un	O
mouton	O
décapité	O
sert	O
de	O
balle	O
.	O

Deux	O
équipes	O
de	O
cinq	O
cavaliers	B
s'	O
opposent	O
pour	O
s'	O
emparer	O
de	O
la	O
carcasse	O
et	O
la	O
mettre	O
dans	O
le	O
but	O
adverse	O
un	O
maximum	O
de	O
fois	O
sur	O
une	O
durée	O
de	O
20	O
minutes	O
.	O

polo	B
:	O
sport	B
équestre	I
collectif	O
le	O
plus	O
ancien	O
dans	O
lequel	O
deux	O
équipes	O
de	O
quatre	O
cavaliers	B
s'	O
affrontent	O
en	O
envoyant	O
une	O
balle	O
dans	O
les	O
buts	O
adverses	O
grâce	O
à	O
un	O
long	O
maillet	O
;	O

polocrosse	B
:	O
mélange	O
de	O
polo	B
et	O
du	O
jeu	O
amérindien	O
lacrosse	B
.	O

Chaque	O
joueur	O
utilise	O
une	O
raquette	O
comparable	O
à	O
une	O
épuisette	O
dans	O
laquelle	O
la	O
balle	O
en	O
mousse	O
légère	O
et	O
élastique	O
est	O
portée	O
.	O

L'	O
objectif	O
est	O
de	O
lancer	O
la	O
balle	O
dans	O
les	O
buts	O
adverses	O
;	O

pony	B
games	I
:	O
(	O
=	O
mounted	B
games	I
)	O
jeux	O
par	O
équipe	O
consistant	O
en	O
une	O
série	O
d'	O
épreuves	B
de	O
relais	O
où	O
les	O
cavaliers	B
doivent	O
faire	O
preuve	O
d'	O
athlétisme	O
et	O
d'	O
agilité	O
(	O
remonter	B
sur	O
son	O
cheval	B
au	O
galop	B
,	O
déplacer	O
des	O
balles	O
sur	O
des	O
cônes	O
...	O
)	O
.	O

randonnée	O
équestre	B
:	O
tout	O
simplement	O
voyager	O
à	O
cheval	B
,	O
la	O
randonnée	O
est	O
reconnue	O
en	O
tant	O
que	O
discipline	O
par	O
la	O
Fédération	B
française	I
d'	I
équitation	I
même	O
si	O
elle	O
est	O
exempte	O
de	O
compétition	O
.	O

Cette	O
activité	O
,	O
très	O
pratiquée	O
,	O
a	O
pour	O
particularité	O
de	O
pouvoir	O
être	O
exercée	O
chez	O
soi	O
,	O
en	O
dehors	O
de	O
tout	O
lien	O
avec	O
un	O
organisme	O
équestre	B
professionnel	O
;	O

rodéo	B
chilien	I
:	O
deuxième	O
sport	O
le	O
plus	O
populaire	O
au	O
Chili	B
après	O
le	O
football	O
.	O

Le	O
Rodéo	O
est	O
constitué	O
de	O
collera	O
,	O
composé	O
de	O
deux	O
Huasos	B
,	O
ouvriers	O
agricoles	O
chiliens	O
,	O
montés	B
sur	O
leurs	O
chevaux	B
qui	O
doivent	O
arrêter	O
le	O
taureau	O
.	O

saut	B
d'	I
obstacles	I
:	O
discipline	B
équestre	I
olympique	O
la	O
plus	O
pratiquée	O
en	O
compétition	O
et	O
dans	O
laquelle	O
un	O
cavalier	B
et	O
sa	O
monture	B
saute	B
des	O
barres	O
d'	O
obstacles	O
mobiles	O
.	O

Ses	O
aspects	O
ludiques	O
et	O
spectaculaires	O
ainsi	O
que	O
la	O
simplicité	O
de	O
ses	O
règles	O
y	O
sont	O
pour	O
beaucoup	O
;	O

ski	B
joëring	I
:	O
un	O
skieur	O
est	O
tracté	O
par	O
un	O
cheval	B
qu'	O
il	O
doit	O
diriger	O
.	O

Cette	O
discipline	O
tire	O
son	O
originalité	O
d'	O
être	O
un	O
trait	O
union	O
entre	O
deux	O
sports	O
qui	O
pouvaient	O
sembler	O
n'	O
avoir	O
aucun	O
point	O
commun	O
;	O

TREC	B
:	O
TREC	B
signifie	O
Techniques	B
de	I
Randonnée	I
Équestre	I
de	I
Compétition	I
.	O

Cette	O
discipline	O
permet	O
aux	O
amoureux	O
du	O
«	O
cheval	B
nature	O
»	O
de	O
se	O
mesurer	O
en	O
compétition	O
dans	O
des	O
épreuves	B
qui	O
font	O
appel	O
aux	O
mêmes	O
qualités	O
que	O
lors	O
des	O
randonnées	O
;	O

voltige	B
en	I
cercle	I
:	O
entre	O
l'	O
équitation	B
,	O
la	O
gymnastique	O
et	O
l'	O
acrobatie	O
,	O
cette	O
discipline	O
consiste	O
à	O
effectuer	O
,	O
individuellement	O
ou	O
en	O
équipe	O
,	O
des	O
figures	B
