Vitamine-E-suppletie	I
bij	O
cardiovasculaire	I
aandoeningen	I
en	O
kanker	O
?	O

Antioxidantia	I
,	O
waaronder	O
vitamine	I
E	I
,	O
worden	O
verondersteld	O
een	O
positieve	O
invloed	O
te	O
hebben	O
op	O
atherosclerotische	I
aandoeningen	I
en	O
kanker	O
.	O

In	O
de	O
gerandomiseerde	I
placebo-gecontroleerde	I
HOPE-	O
en	O
HOPE-TOO-onderzoeken	O
(	O
resp.	O
Heart	O
Outcomes	O
Prevention	O
Evaluation	O
,	O
gemiddeld	O
vier	O
en	O
een	O
half	O
jaar	O
met	O
meer	O
dan	O
9500	O
patiënten	I
,	O
en	O
HOPE-The	O
Ongoing	O
Outcomes	O
,	O
gemiddeld	O
zeven	O
jaar	O
met	O
4000	O
patiënten	I
)	O
is	O
het	O
effect	O
van	O
vitamine	I
E	I
(	O
400	O
IU	O
per	O
dag	O
)	O
onderzocht	O
bij	O
patiënten	I
ouderdan	O
55jaar	O
met	O
een	O
vasculaire	I
aandoening	I
of	O
diabetes	I
mellitus	I
zonder	O
hartfalen	I
en	O
ten	O
minste	O
een	O
andere	O
cardiovasculaire	I
risicofactor	O
.	O

Zowel	O
in	O
het	O
HOPE-	O
als	O
het	O
HOPETOO-onderzoek	O
had	O
vitamine	I
E	I
geen	O
effect	O
op	O
de	O
primaire	I
eindpunten	I
kankerincidentie	O
,	O
overlijden	O
door	O
kanker	O
en	O
cardiovasculaire	I
incidenten	O
(	O
myocardinfarct	I
,	O
CVA	I
en	O
cardiovasculair	I
overlijden	O
)	O
.	O

