Hilda	I
Gurney	I
:	O
Begin	O
Developing	O
Piaffe	I

How	O
half	I
steps	I
start	O
the	O
process	O
of	O
teaching	O
a	O
horse	I
to	O
piaffe	I
.	O

Many	O
horses	I
find	O
piaffe	I
one	O
of	O
the	O
biggest	O
obstacles	O
on	O
the	O
road	O
to	O
Grand	I
Prix	I
.	O

Piaffe	I
,	O
the	O
trot	I
in	O
place	O
(	O
with	O
a	O
clear	O
diagonal	I
rhythm	I
)	O
,	O
differs	O
from	O
all	O
other	O
dressage	I
movements	I
in	O
that	O
the	O
horse	I
carries	O
more	O
weight	O
with	O
his	O
hind	I
legs	I
(	O
maintaining	O
a	O
fairly	O
strong	O
hock	I
flexion	I
)	O
while	O
providing	O
the	O
upward	O
thrust	I
with	O
his	O
forelegs	I
.	O

In	O
all	O
other	O
dressage	I
movements	I
,	O
with	O
the	O
possible	O
exception	O
of	O
the	O
canter	I
pirouette	I
,	O
the	O
horse	I
carries	O
more	O
weight	O
with	O
his	O
forelegs	I
while	O
using	O
his	O
hind	I
legs	I
for	O
propulsion	O
.	O

The	O
ability	O
of	O
a	O
horse	I
to	O
perform	O
a	O
high-quality	O
piaffe	I
is	O
somewhat	O
innate	O
as	O
a	O
result	O
of	O
genetics	O
.	O

However	O
,	O
poor	O
training	I
can	O
easily	O
impair	O
the	O
horse	I
's	O
ability	O
to	O
piaffe	I
.	O

Good	O
training	I
is	O
absolutely	O
necessary	O
to	O
develop	O
every	O
horse	I
's	O
potential	O
to	O
piaffe	I
.	O

There	O
are	O
many	O
methods	O
of	O
teaching	O
piaffe	I
.	O

Most	O
horses	I
respond	O
best	O
to	O
a	O
combination	O
of	O
these	O
methods	O
.	O

It	O
's	O
best	O
to	O
introduce	O
piaffe	I
to	O
a	O
horse	I
fairly	O
early	O
in	O
his	O
training	I
.	O

But	O
it	O
's	O
a	O
common	O
mistake	O
to	O
show	I
piaffe	I
before	O
he	O
is	O
ready	O
,	O
causing	O
him	O
to	O
become	O
tense	O
when	O
asked	O
to	O
show	I
piaffe	I
in	O
a	O
test	I
.	O

Often	O
months	O
,	O
and	O
even	O
years	O
,	O
are	O
necessary	O
before	O
a	O
horse	I
clearly	O
understands	O
the	O
rider	I
's	O
aids	I
for	O
piaffe	I
or	O
becomes	O
strong	O
enough	O
physically	O
to	O
execute	O
piaffe	I
without	O
undue	O
stress	O
.	O

When	O
I	O
work	O
with	O
a	O
young	O
horse	I
,	O
I	O
first	O
need	O
to	O
make	O
a	O
decision	O
about	O
whether	O
this	O
horse	I
will	O
be	O
asked	O
to	O
compete	O
at	O
the	O
Grand	I
Prix	I
level	O
.	O

If	O
the	O
answer	O
is	O
yes	O
,	O
I	O
know	O
that	O
I	O
must	O
plan	O
to	O
schedule	O
an	O
extra	O
20	O
minutes	O
about	O
three	O
times	O
a	O
week	O
for	O
piaffe	I
schooling	I
.	O

I	O
usually	O
teach	O
piaffe	I
before	O
passage	I
,	O
although	O
I	O
rarely	O
turn	O
down	O
passage	I
if	O
a	O
horse	I
offers	O
it	O
on	O
his	O
own	O
in	O
a	O
situation	O
where	O
he	O
can	O
be	O
controlled	O
.	O

On	O
the	O
occasion	O
that	O
a	O
horse	I
offers	O
passage	I
,	O
I	O
will	O
reinforce	O
it	O
with	O
my	O
aids	I
along	O
with	O
a	O
special	O
cluck	I
that	O
I	O
use	O
only	O
when	O
I	O
want	O
passage	I
.	O

Only	O
rarely	O
have	O
I	O
had	O
horses	I
offer	O
piaffe	I
in	O
a	O
controlled	O
situation	O
,	O
although	O
I	O
taught	O
my	O
Olympic	O
horse	I
,	O
Keen	I
,	O
to	O
piaffe	I
by	O
having	O
my	O
mother	O
ride	I
ahead	O
of	O
me	O
on	O
her	O
horse	I
down	O
the	O
trail	O
,	O
heading	O
toward	O
home	O
.	O

Keen	I
was	O
a	O
really	O
hot	O
horse	I
and	O
would	O
get	O
so	O
upset	O
if	O
another	O
horse	I
was	O
ahead	O
of	O
him	O
(	O
he	O
was	O
a	O
Thoroughbred	I
,	O
after	O
all	O
)	O
that	O
he	O
would	O
piaffe	I
if	O
I	O
restrained	O
him	O
a	O
bit	O
.	O

After	O
a	O
while	O
,	O
I	O
was	O
able	O
to	O
use	O
my	O
aids	I
to	O
indicate	O
piaffe	I
,	O
although	O
he	O
never	O
piaffed	I
as	O
relaxed	I
as	O
I	O
would	O
have	O
liked	O
.	O

I	O
'm	O
not	O
saying	O
that	O
this	O
was	O
the	O
best	O
way	O
to	O
teach	O
piaffe	I
,	O
but	O
it	O
worked	O
for	O
Keen	I
.	O

Begin	O
with	O
Walk–Halt	I

Depending	O
on	O
the	O
horse	I
's	O
ability	O
to	O
balance	I
and	O
engage	I
,	O
I	O
usually	O
try	O
to	O
start	O
schooling	I
small	O
,	O
piaffe-like	I
half	I
steps	I
around	O
5	O
years	O
of	O
age	O
.	O

Unmounted	I
in-hand	I
work	O
may	O
be	O
started	O
earlier	O
with	O
horses	I
that	O
are	O
already	O
able	O
to	O
shorten	O
their	O
strides	I
.	O

This	O
in-hand	I
schooling	I
progresses	O
in	O
several	O
steps	O
:	O

1	O
.	O

I	O
introduce	O
work	O
in-hand	I
by	O
having	O
a	O
person	O
stand	O
at	O
the	O
horse	I
's	O
shoulder	I
,	O
facing	O
backward	O
while	O
holding	O
the	O
horse	I
with	O
a	O
lead	I
line	I
and	O
a	O
whip	I
4.	O
to	O
5	O
feet	O
in	O
length	O
.	O

I	O
like	O
to	O
use	O
side	I
reins	I
on	O
the	O
horse	I
at	O
first	O
to	O
help	O
keep	O
his	O
neck	I
and	O
shoulders	I
straight	O
.	O

2	O
.	O

I	O
begin	O
by	O
simply	O
asking	O
the	O
horse	I
to	O
walk	I
forward	I
a	O
few	O
steps	I
followed	O
by	O
a	O
halt	I
.	O

A	O
cluck	I
signals	O
the	O
horse	I
to	O
walk	I
and	O
a	O
whoa—along	O
with	O
a	O
check	O
on	O
the	O
lead	I
line	I
,	O
if	O
needed—to	O
halt	I
.	O

From	O
time	O
to	O
time	O
,	O
I	O
give	O
the	O
horse	I
an	O
easily	O
chewed	O
treat	O
when	O
he	O
halts	I
.	O

I	O
walk	I
backward	O
,	O
holding	O
the	O
lead	O
with	O
my	O
hand	I
and	O
staying	O
next	O
to	O
his	O
shoulder	I
.	O

I	O
hold	O
the	O
whip	I
in	O
the	O
other	O
hand	I
.	O

It	O
is	O
important	O
to	O
stay	O
near	O
the	O
horse	I
's	O
shoulder	I
for	O
safety	O
reasons	O
in	O
case	O
he	O
gets	O
upset	O
and	O
tries	O
to	O
strike	O
or	O
kick	I
.	O

Some	O
large	O
horses	I
work	O
best	O
with	O
two	O
people—one	O
at	O
the	O
head	I
,	O
holding	O
the	O
lead	O
,	O
and	O
the	O
other	O
nearer	O
the	O
hind	I
end	I
,	O
working	O
with	O
the	O
whip	I
.	O

3	O
.	O

I	O
quietly	O
school	I
the	O
walk–halt	I
for	O
five	O
to	O
10	O
minutes	O
the	O
first	O
day	O
as	O
well	O
as	O
in	O
following	O
schooling	I
sessions	O
until	O
he	O
stays	O
next	O
to	O
the	O
rail	I
,	O
walking	I
quietly	O
straight	O
ahead	O
and	O
allowing	O
me	O
to	O
control	O
his	O
forward	I
speed	O
.	O

He	O
also	O
needs	O
to	O
halt	I
straight	I
and	O
square	I
when	O
I	O
say	O
whoa	O
.	O

Treats	O
are	O
appropriate	O
whenever	O
he	O
halts	I
straight	I
and	O
square	I
.	O

Trot–Halt–Trot	I

When	O
the	O
halt–walk	I
exercise	I
is	O
well	O
performed	O
,	O
I	O
begin	O
to	O
ask	O
the	O
horse	I
for	O
a	O
few	O
steps	I
of	O
shortened	I
trot	I
.	O

Short	O
taps	O
of	O
the	O
whip	I
just	O
behind	O
the	O
stifle	I
on	O
his	O
haunches	I
,	O
along	O
with	O
a	O
cluck	I
,	O
indicate	O
that	O
he	O
should	O
trot	I
.	O

(	O
Remember	O
that	O
horses	I
respond	O
differently	O
to	O
the	O
feel	O
of	O
the	O
whip	I
on	O
the	O
body	O
so	O
you	O
have	O
to	O
experiment	O
to	O
find	O
the	O
place	O
that	O
gets	O
the	O
response	O
you	O
want	O
.	O
)	O

I	O
should	O
still	O
be	O
able	O
to	O
walk	I
backward	O
while	O
the	O
horse	I
executes	O
the	O
shortened	I
trot	I
steps	I
.	O

Only	O
a	O
few	O
trot	I
steps	I
need	O
to	O
be	O
performed	O
before	O
I	O
ask	O
the	O
horse	I
to	O
halt	I
.	O

Then	O
I	O
praise	I
him	O
.	O

Short	O
training	I
sessions	O
schooling	I
trot–halt–trot	I
help	O
him	O
improve	O
his	O
reactions	O
to	O
the	O
cluck	I
,	O
the	O
whip	I
tap	O
and	O
the	O
whoa	O
.	O

Gradually	O
,	O
the	O
horse	I
's	O
balance	I
and	O
straightness	I
will	O
improve	O
.	O

If	O
a	O
horse	I
finds	O
it	O
difficult	O
to	O
perform	O
a	O
trot	I
short	O
enough	O
to	O
allow	O
you	O
to	O
walk	I
with	O
him	O
,	O
he	O
may	O
not	O
yet	O
be	O
ready	O
for	O
work	O
in-hand	I
and	O
may	O
profit	O
from	O
work	O
on	O
half	I
steps	I
under	I
saddle	I
to	O
enable	O
them	O
to	O
shorten	O
his	O
trot	I
enough	O
to	O
work	O
in-hand	I
.	O

Pick	O
Up	O
Each	O
Hind	I
Leg	I

When	O
the	O
horse	I
is	O
confident	O
performing	O
the	O
trot–halt–trot	I
exercise	I
on	O
the	O
rail	I
and	O
stands	O
well	O
at	O
the	O
halt	I
,	O
I	O
teach	O
him	O
to	O
pick	O
up	O
his	O
hind	I
legs	I
one	O
at	O
a	O
time	O
.	O

I	O
use	O
a	O
fairly	O
stiff	O
whip	I
for	O
this	O
purpose	O
.	O

Alternate	O
picking	O
up	O
the	O
hind	I
legs	I
,	O
left–	O
right–left	O
,	O
just	O
as	O
he	O
would	O
in	O
the	O
piaffe	I
