Galopwissel	I

Een	O
galopwissel	I
of	O
changement	I
is	O
een	O
oefening	I
uit	O
de	O
gevorderde	O
dressuur	I
binnen	O
de	O
paardensport	I
.	O

Galopwissels	I
behoren	O
tot	O
het	O
natuurlijke	O
repertoire	O
van	O
ieder	O
paard	I
.	O

Een	O
paard	I
heeft	O
twee	O
zijden	I
waarop	O
het	O
kan	O
galopperen	I
;	O
de	O
linkergalop	I
en	O
de	O
rechtergalop	I
.	O

Men	O
kan	O
het	O
soort	O
galop	I
herkennen	O
aan	O
het	O
voorbeen	I
dat	O
het	O
het	O
meest	O
naar	O
voren	O
gaat	O
tijdens	O
een	O
galopsprong	I
.	O

Galoppeert	I
een	O
paard	I
een	O
bocht	O
naar	O
rechts	O
,	O
dan	O
behoort	O
hij	O
dat	O
in	O
de	O
rechtergalop	I
te	O
doen	O
.	O

Galoppeert	I
hij	O
een	O
bocht	O
naar	O
links	O
,	O
dan	O
behoort	O
hij	O
dat	O
in	O
de	O
linkergalop	I
doen	O
.	O

Dit	O
is	O
overeenstemming	O
met	O
de	O
aanleg	O
van	O
het	O
paard	I
.	O

Men	O
zegt	O
dat	O
een	O
paard	I
in	O
de	O
verkeerde	I
galop	I
zit	O
als	O
hij	O
een	O
bocht	O
naar	O
rechts	O
in	O
de	O
linker	I
galop	I
maakt	O
,	O
of	O
een	O
bocht	O
naar	O
links	O
in	O
de	O
rechter	O
.	O

Men	O
zegt	O
dat	O
het	O
paard	I
in	O
de	O
juiste	I
galop	I
of	O
in	O
de	O
goede	I
galop	I
zit	O
als	O
het	O
op	O
de	O
goede	O
kant	O
galoppeert	I
.	O

De	O
juiste	I
galop	I
gaat	O
het	O
ene	O
paard	I
gemakkelijker	O
af	O
dan	O
de	O
andere	O
.	O

Paarden	I
kunnen	O
ook	O
overkruist	I
galopperen	I
.	O

Hierbij	O
doen	O
de	O
achterbenen	I
een	O
andere	O
galop	I
dan	O
de	O
voorbenen	I
.	O

Deze	O
onzuivere	O
gang	I
is	O
vermoeiend	O
voor	O
het	O
paard	I
en	O
wordt	O
in	O
de	O
dressuur	I
als	O
een	O
fout	O
gezien	O
.	O

De	O
dressuurruiter	I
kan	O
het	O
paard	I
leren	O
op	O
een	O
subtiel	O
commando	I
van	O
galop	I
te	O
wisselen	I
,	O
te	O
'	O
changeren	I
'	O
.	O

Wanneer	O
paard	I
en	O
ruiter	I
perfect	O
op	O
elkaar	O
zijn	O
ingespeeld	O
wordt	O
het	O
mogelijk	O
een	O
serie	O
snelle	O
galopchangementen	I
te	O
doen	O
,	O
bijvoorbeeld	O
om	O
de	O
twee	O
passen	I
,	O
op	O
een	O
recht	O
traject	O
.	O

Een	O
serie	O
van	O
achtereenvolgende	O
galopwissels	I
op	O
een	O
recht	O
traject	O
is	O
voor	O
het	O
paard	I
een	O
zeer	O
moeilijk	O
te	O
leren	O
oefening	I
,	O
die	O
veelal	O
wordt	O
gereden	I
door	O
gevorderde	O
ruiters	I
in	O
de	O
Z-dressuur	I
en	O
tijdens	O
het	O
hogeschoolrijden	I
.	O

Anky	I
van	I
Grunsven	I
en	O
andere	O
bekende	O
dressuurruiters	I
gebruiken	O
deze	O
opeenvolging	O
van	O
beweging	O
in	O
hun	O
kür	I
.	O

Tijdens	O
de	O
Olympische	I
Spelen	I
is	O
het	O
een	O
verplichte	O
oefening	I
in	O
de	O
kür	I
op	I
muziek	I
.	O

Training	I

Bij	O
het	O
veranderen	I
van	I
hand	I
,	O
kan	O
de	O
ruiter	I
een	O
overgang	I
maken	O
van	O
galop	I
naar	O
draf	I
,	O
of	O
galop	I
naar	O
stap	I
om	O
vervolgens	O
in	O
de	O
andere	O
galop	I
aan	I
te	I
springen	I
.	O

Maar	O
de	O
ruiter	I
kan	O
het	O
paard	I
ook	O
in	O
galop	I
laten	O
blijven	O
en	O
in	I
de	I
juiste	I
galop	I
laten	I
vallen	I
.	O

Om	O
het	O
paard	I
dit	O
aan	O
te	O
leren	O
heeft	O
de	O
ruiter	I
veel	O
geduld	O
nodig	O
.	O

Eerst	O
begint	O
men	O
met	O
een	O
eenvoudige	O
enkelwissel	I
,	O
hierbij	O
verspringt	O
het	O
paard	I
van	O
de	O
linkerkant	O
naar	O
de	O
rechterkant	O
.	O

De	O
stelling	I
(	O
houding	I
)	O
van	O
de	O
ruiter	I
geeft	O
daarbij	O
aan	O
naar	O
welke	O
kant	O
het	O
paard	I
moet	O
gaan	O
:	O
Het	O
rechterbeen	I
van	O
de	O
ruiter	I
naar	O
achteren	O
betekent	O
linkergalop	I
en	O
het	O
linkerbeen	I
naar	O
achteren	O
betekent	O
rechtergalop	I
.	O

Daarna	O
gaat	O
de	O
ruiter	I
een	O
stap	O
verder	O
door	O
het	O
paard	I
eerst	O
te	O
laten	O
galopperen	I
in	O
de	O
verkeerde	I
galop	I
en	O
van	O
daaruit	O
de	O
galopwissel	I
te	O
maken	O
naar	O
de	O
goede	I
galop	I
.	O

